ID,底本/出典,史料名,記述内容,記述場所,場所（町、寺名、場所データ）,年月日（作成）,年月日（作成）和,年月日（被害）,年月日（被害）和,伝聞・体験,被害種別,X,Y,備考,
442,新収日本地震史料 第2巻,〔文政十三年七月二日申尅依地震大動両局先例勘進之写〕,十一日今日地震御祈事被仰出於五社伊勢・石清水・賀茂・春日・日吉一七日可抽丹誠云々　十二日申尅許　主上自仮殿還御於本殿地動漸依減少云々　地震御祈事自今七箇日十八日結願云々於山門被行薬師法中尊薬師左十二天右星供三塔之僧侶出仕云々又十四日自今日一七日於東寺水本前大僧正寛済東寺一長者勤行不動御修法准大法伴僧十四口云々十六日依地震事東使大沢兵部大輔上洛明後日参内,京都,京都,1830/08/19,文政13/07/02,,,,,135.7681095,35.0116707,緯度経度は便宜的に京都市役所地点,
443,新収日本地震史料 第2巻,〔日記〕岡山・池田家文庫,"（五月）雨五日
○去ル朔日巳ノ刻ゟ午ノ刻迄京都御城大坂近辺尼崎之城其外所々民屋地震ニ付テ令大破候由、申ノ下刻注進之就之即刻老中登城、彼地為見分能勢市十郎可被差遣候旨被仰渡之",,二条城,1662/06/20,寛文2/05/05,1662/06/16,寛文2/05/01,伝聞,建物被害,135.747671,35.013882,,
444,新収日本地震史料 第2巻,〔日記〕岡山・池田家文庫,"（五月）雨五日
○去ル朔日巳ノ刻ゟ午ノ刻迄京都御城大坂近辺尼崎之城其外所々民屋地震ニ付テ令大破候由、申ノ下刻注進之就之即刻老中登城、彼地為見分能勢市十郎可被差遣候旨被仰渡之",,大坂城,1662/06/20,寛文2/05/05,1662/06/16,寛文2/05/01,伝聞,建物被害,135.526125,34.686328,,
445,新収日本地震史料 第2巻,〔日記〕岡山・池田家文庫,"（五月）雨五日
○去ル朔日巳ノ刻ゟ午ノ刻迄京都御城大坂近辺尼崎之城其外所々民屋地震ニ付テ令大破候由、申ノ下刻注進之就之即刻老中登城、彼地為見分能勢市十郎可被差遣候旨被仰渡之",,尼崎城,1662/06/20,寛文2/05/05,1662/06/16,寛文2/05/01,伝聞,建物被害,135.4187959,34.71671153,,
446,新収日本地震史料 第2巻,〔日記〕岡山・池田家文庫,"（五月）天六日
一、京都大地震、去ル朔日昼ゆり申候由注進有之ニ付、御登　城可被遊かと御上屋敷迄被成御座候へとも、御登城不及儀ニ付御上屋敷ゟ御帰地龗摂津国住吉天王寺堺泥ヶ崎迄ゆり申候由（中略）",,京都、近畿,1662/06/21,寛文2/05/06,1662/06/16,寛文2/05/01,伝聞,,,,,
447,新収日本地震史料 第2巻,〔日記〕岡山・池田家文庫,"○当朔日巳下刻京都地震ニ付而昨五日申ノ刻注進
○禁裏　院中少々破損、二条御城外曲輪少々破損、上京之町屋三十六軒つふれ、五条橋半分破損、清水ハ大分破損、大津御蔵倒候、宇治御蔵倒候、御茶壼無相遣右之旨申来ル
○右上方地震ニ付而諸大名衆ゟ夫々上ル
○上方地震ニ付能勢市十郎為見分被差遣之、則御暇金三枚被下候、今日発足也",,京都御所,1662/06/21,寛文2/05/06,1662/06/16,寛文2/05/01,伝聞,建物被害,135.7623566,35.02629297,緯度経度は便宜的に現・京都御所地点,
448,新収日本地震史料 第2巻,〔日記〕岡山・池田家文庫,"○当朔日巳下刻京都地震ニ付而昨五日申ノ刻注進
○禁裏　院中少々破損、二条御城外曲輪少々破損、上京之町屋三十六軒つふれ、五条橋半分破損、清水ハ大分破損、大津御蔵倒候、宇治御蔵倒候、御茶壼無相遣右之旨申来ル
○右上方地震ニ付而諸大名衆ゟ夫々上ル
○上方地震ニ付能勢市十郎為見分被差遣之、則御暇金三枚被下候、今日発足也",,二条城,1662/06/21,寛文2/05/06,1662/06/16,寛文2/05/01,伝聞,建物被害,135.747671,35.013882,,
449,新収日本地震史料 第2巻,〔日記〕岡山・池田家文庫,"○当朔日巳下刻京都地震ニ付而昨五日申ノ刻注進
○禁裏　院中少々破損、二条御城外曲輪少々破損、上京之町屋三十六軒つふれ、五条橋半分破損、清水ハ大分破損、大津御蔵倒候、宇治御蔵倒候、御茶壼無相遣右之旨申来ル
○右上方地震ニ付而諸大名衆ゟ夫々上ル
○上方地震ニ付能勢市十郎為見分被差遣之、則御暇金三枚被下候、今日発足也",,上京,1662/06/21,寛文2/05/06,1662/06/16,寛文2/05/01,伝聞,建物被害,,,,
450,新収日本地震史料 第2巻,〔日記〕岡山・池田家文庫,"○当朔日巳下刻京都地震ニ付而昨五日申ノ刻注進
○禁裏　院中少々破損、二条御城外曲輪少々破損、上京之町屋三十六軒つふれ、五条橋半分破損、清水ハ大分破損、大津御蔵倒候、宇治御蔵倒候、御茶壼無相遣右之旨申来ル
○右上方地震ニ付而諸大名衆ゟ夫々上ル
○上方地震ニ付能勢市十郎為見分被差遣之、則御暇金三枚被下候、今日発足也",,五条大橋,1662/06/21,寛文2/05/06,1662/06/16,寛文2/05/01,伝聞,建物被害,135.7678522,34.99544216,,
451,新収日本地震史料 第2巻,〔日記〕岡山・池田家文庫,"○当朔日巳下刻京都地震ニ付而昨五日申ノ刻注進
○禁裏　院中少々破損、二条御城外曲輪少々破損、上京之町屋三十六軒つふれ、五条橋半分破損、清水ハ大分破損、大津御蔵倒候、宇治御蔵倒候、御茶壼無相遣右之旨申来ル
○右上方地震ニ付而諸大名衆ゟ夫々上ル
○上方地震ニ付能勢市十郎為見分被差遣之、則御暇金三枚被下候、今日発足也",,清水寺,1662/06/21,寛文2/05/06,1662/06/16,寛文2/05/01,伝聞,建物被害,135.7850591,34.99484403,,
452,新収日本地震史料 第2巻,〔日記〕岡山・池田家文庫,"○当朔日巳下刻京都地震ニ付而昨五日申ノ刻注進
○禁裏　院中少々破損、二条御城外曲輪少々破損、上京之町屋三十六軒つふれ、五条橋半分破損、清水ハ大分破損、大津御蔵倒候、宇治御蔵倒候、御茶壼無相遣右之旨申来ル
○右上方地震ニ付而諸大名衆ゟ夫々上ル
○上方地震ニ付能勢市十郎為見分被差遣之、則御暇金三枚被下候、今日発足也",,大津御蔵,1662/06/21,寛文2/05/06,1662/06/16,寛文2/05/01,伝聞,建物被害,135.864494,35.01304584,緯度経度は大津城本丸跡,
453,新収日本地震史料 第2巻,〔日記〕岡山・池田家文庫,"○当朔日巳下刻京都地震ニ付而昨五日申ノ刻注進
○禁裏　院中少々破損、二条御城外曲輪少々破損、上京之町屋三十六軒つふれ、五条橋半分破損、清水ハ大分破損、大津御蔵倒候、宇治御蔵倒候、御茶壼無相遣右之旨申来ル
○右上方地震ニ付而諸大名衆ゟ夫々上ル
○上方地震ニ付能勢市十郎為見分被差遣之、則御暇金三枚被下候、今日発足也",,宇治御蔵,1662/06/21,寛文2/05/06,1662/06/16,寛文2/05/01,伝聞,建物被害,,,,
454,新収日本地震史料 第2巻,〔日記〕岡山・池田家文庫,"曇九日
一、沢木立斎様、今度朔日之地震ニ在所ニ而不慮ニ御死
去ニ付為御悔大嶋雲八殿京極主膳殿へ御書被遣",,滋賀・朽木ヵ,1662/06/24,寛文2/05/09,1662/06/16,寛文2/05/01,伝聞,人的被害,135.9209156,35.35676617,緯度経度は朽木陣屋跡,
455,新収日本地震史料 第2巻,〔日記〕岡山・池田家文庫,"雨十一日
○分部若狭守様　殿中　仙洞御作事御手伝御免候旨被仰渡、是は去朔日之地震ニ在所令大破ニ付而也",,仙洞御所,1662/06/26,寛文2/05/11,1662/06/16,寛文2/05/01,,建物被害,135.7656688,35.02218722,緯度経度は便宜的に現・仙洞御所地点,
456,新収日本地震史料 第2巻,〔日記〕岡山・池田家文庫,○溝口出雲守様　殿中増上寺破損修覆手伝被仰付候右御四書院次ノ間へ老中列座して被伝之,,増上寺？,1662/06/26,寛文2/05/11,,,,建物被害,,,,
457,新収日本地震史料 第2巻,〔明王院文書　十二〕,"寛文壬寅年六月会
一、当五月朔日午上刻ニ前代未聞之大地震有之、山々震崩シ谷々之土石大水ニ而流出、坊村之田畑等甚亡所ニ成也、",滋賀・明王院,滋賀？,1662/07/,寛文2/06/,1662/06/16,寛文2/05/01,,地変,,,（抜書　巻二十九）,
458,新収日本地震史料 第2巻,〔明王院文書　十二〕,于時明王堂并前之石舞台次ニ大橋寺廻リノ石垣悉震崩レ庵室等迄震曲殊更榎村東之大峯十三町程上ヨリ二ツニ破レテ榎町居両村悉ク打埋則大川ヲ関留当寺ノ屋敷迄水関上テ坊村之在家等不残浮流ヒ畢,滋賀・明王院,滋賀・明王院,,,1662/06/16,寛文2/05/01,,建物被害,135.8689097,35.24901704,,
459,新収日本地震史料 第2巻,〔明王院文書　十二〕,于時明王堂并前之石舞台次ニ大橋寺廻リノ石垣悉震崩レ庵室等迄震曲殊更榎村東之大峯十三町程上ヨリ二ツニ破レテ榎町居両村悉ク打埋則大川ヲ関留当寺ノ屋敷迄水関上テ坊村之在家等不残浮流ヒ畢,滋賀・明王院,明王院・石舞台,,,1662/06/16,寛文2/05/01,,建物被害,135.8689097,35.24901704,,
460,新収日本地震史料 第2巻,〔明王院文書　十二〕,于時明王堂并前之石舞台次ニ大橋寺廻リノ石垣悉震崩レ庵室等迄震曲殊更榎村東之大峯十三町程上ヨリ二ツニ破レテ榎町居両村悉ク打埋則大川ヲ関留当寺ノ屋敷迄水関上テ坊村之在家等不残浮流ヒ畢,滋賀・明王院,明王院・大橋,,,1662/06/16,寛文2/05/01,,建物被害,135.8689097,35.24901704,,
461,新収日本地震史料 第2巻,〔明王院文書　十二〕,于時明王堂并前之石舞台次ニ大橋寺廻リノ石垣悉震崩レ庵室等迄震曲殊更榎村東之大峯十三町程上ヨリ二ツニ破レテ榎町居両村悉ク打埋則大川ヲ関留当寺ノ屋敷迄水関上テ坊村之在家等不残浮流ヒ畢,滋賀・明王院,滋賀・榎村（梅ノ木村）,,,1662/06/16,寛文2/05/01,,地変,135.8610109,35.26892062,,
462,新収日本地震史料 第2巻,〔明王院文書　十二〕,于時明王堂并前之石舞台次ニ大橋寺廻リノ石垣悉震崩レ庵室等迄震曲殊更榎村東之大峯十三町程上ヨリ二ツニ破レテ榎町居両村悉ク打埋則大川ヲ関留当寺ノ屋敷迄水関上テ坊村之在家等不残浮流ヒ畢,滋賀・明王院,滋賀・榎村（梅ノ木村）,,,1662/06/16,寛文2/05/01,,水害？,135.8610109,35.26892062,,
463,新収日本地震史料 第2巻,〔明王院文書　十二〕,然而同月十五日辰下刻ニ右之関水口大キニ切レ俄ニ水引雖然其跡水町居村ゟ寺ノ下迄水有之大池ニ成也、其後当住大樹坊栄心□堂社寺庵室等之加破損令普請、依此当六月会或無相違相調行者中令参籠則開　三尊御戸（一カ）奉拝見処ニ少茂御損シ無之行者中何茂不思議ノ思ヲ成シ令大悦者也、,滋賀・明王院,滋賀・榎村,,,1662/06/30,寛文2/05/15,,地変,135.8610109,35.26892062,,
464,新収日本地震史料 第2巻,〔明石市史　上〕,（年表）寛文二、五、一　大地震（播州明石記録）,明石,明石,,,1662/06/16,寛文2/05/01,,,,,,
465,新収日本地震史料 第2巻,"	〔智頭町誌シリーズ　町史年表〕",一六六二　寛文二・五・一　因幡大地震,鳥取県,因幡,,,1662/06/16,寛文2/05/01,,,,,,
466,増訂大日本地震史料 第1巻,〔本朝天文志〕　柳營秘鑑年代記,五月朔日大地震、五條橋落崩、江州朽木谷崩、土民多死、柳營秘鑑年代記,,五条大橋,,,1662/06/16,寛文2/05/01,,建物被害,135.7678522,34.99544216,,
467,増訂大日本地震史料 第1巻,〔本朝天文志〕　柳營秘鑑年代記,五月朔日大地震、五條橋落崩、江州朽木谷崩、土民多死、柳營秘鑑年代記,,滋賀・朽木谷,,,1662/06/16,寛文2/05/01,,地変,135.9209156,35.35676617,緯度経度は朽木陣屋跡,
468,日本の歴史地震史料 拾遺 三,〔本藩明實録・本藩事實集上〕,"一　五月朔日、耕春院鐘鋳則日大地震、上方別ニ強く五条
之橋落候旨申来候、",,五条大橋,,,1662/06/16,寛文2/05/01,,建物被害,135.7678522,34.99544216,H14・3・31青森県文化財保護協会発行,
469,新収日本地震史料 第2巻,〔来迎寺要書〕,一、寛文二年五月朔日午剋大地震、朽木葛川ノ方ヨリ震始高嶋郡・志賀郡別テ大地震、当寺本堂悉没倒并薬師安置ノ客殿・御影堂・台所三ケ所ノ土蔵寺中寮（朱）々過半破損絶言語為躰百年此方件ノ地震聞伝無覚事㫖（朱）老人共致沙汰驚入候、其後少々ノ（朱）地震、六月末方震止万民ノ心安堵仕也、,,来迎寺ヵ,,,1662/06/16,寛文2/05/01,,建物被害,135.882973,35.07244537,"（杯昌坊舜英筆記　中）
緯度経度は滋賀県大津市聖衆来迎寺",
470,新収日本地震史料 第2巻,〔来迎寺要書〕,"一、同七月末ヨリ客殿・御影堂・台所・什物文庫雑蔵二ケ
処寺中ノ寮共（朱）破損作事十二月中旬漸ク出来、本堂一（朱）宇ハ
残（朱）置畢、",,来迎寺ヵ,,,,寛文2/07/,,建物被害,135.882973,35.07244537,"（杯昌坊舜英筆記　中）
緯度経度は滋賀県大津市聖衆来迎寺",
471,増訂大日本地震史料 第1巻,〔東日記〕　糟粕手簡,寛文二年五目朔日、大地震並大雨、此地震京ハ取分夥敷し、禁裏御築地所々をゆり崩し、,,京都御所,,,1662/06/16,寛文2/05/01,,建物被害,135.7623566,35.02629297,緯度経度は便宜的に現・京都御所地点,
472,増訂大日本地震史料 第1巻,〔東日記〕　糟粕手簡,一日〓四日迄之間ハ、石の鳥居、五條の石橋崩、三條之橋も半落る、,,五条大橋,,,,,,建物被害,135.7678522,34.99544216,,
473,増訂大日本地震史料 第1巻,〔東日記〕　糟粕手簡,一日〓四日迄之間ハ、石の鳥居、五條の石橋崩、三條之橋も半落る、,,三条大橋,,,,,,建物被害,135.771446,35.008705,,
474,増訂大日本地震史料 第1巻,〔東日記〕　糟粕手簡,其外社堂佛閣破損、死人疵をかうむる者多し、田畑荒地ソコバクノ由、飛脚到來す、,,,,,,,,建物被害,,,,
475,増訂大日本地震史料 第1巻,〔東日記〕　糟粕手簡,其外社堂佛閣破損、死人疵をかうむる者多し、田畑荒地ソコバクノ由、飛脚到來す、,,,,,,,,人的被害,,,,
476,増訂大日本地震史料 第1巻,〔東日記〕　糟粕手簡,伏見にても町家三百餘軒倒れ、死人四人、同所御香之宮石燈籠倒る、向嶋の堤は所々三百餘間切る、内四拾六間は地へ四五足ゆりこむ、,,伏見,,,,,,建物被害,135.761436,34.93601,緯度経度は伏見市役所,
477,増訂大日本地震史料 第1巻,〔東日記〕　糟粕手簡,伏見にても町家三百餘軒倒れ、死人四人、同所御香之宮石燈籠倒る、向嶋の堤は所々三百餘間切る、内四拾六間は地へ四五足ゆりこむ、,,伏見,,,,,,人的被害,135.761436,34.93601,緯度経度は伏見市役所,
478,増訂大日本地震史料 第1巻,〔東日記〕　糟粕手簡,伏見にても町家三百餘軒倒れ、死人四人、同所御香之宮石燈籠倒る、向嶋の堤は所々三百餘間切る、内四拾六間は地へ四五足ゆりこむ、,,御香宮神社,,,,,,人的被害,135.7653516,34.93468669,,
479,増訂大日本地震史料 第1巻,〔東日記〕　糟粕手簡,伏見にても町家三百餘軒倒れ、死人四人、同所御香之宮石燈籠倒る、向嶋の堤は所々三百餘間切る、内四拾六間は地へ四五足ゆりこむ、,,向島,,,,,,,,,,
480,増訂大日本地震史料 第1巻,〔東日記〕　糟粕手簡,大地藏の船入北方山、八拾餘間崩る、東の方廿間、南は悉く崩る、町並家拾三間潰る、,,六地蔵,,,,,,山崩れ,135.797083,34.93341546,テキストデータベースでは「大地蔵」,
481,増訂大日本地震史料 第1巻,〔東日記〕　糟粕手簡,大地藏の船入北方山、八拾餘間崩る、東の方廿間、南は悉く崩る、町並家拾三間潰る、,,六地蔵,,,,,,建物被害,135.797083,34.93341546,テキストデータベースでは「大地蔵」,
482,増訂大日本地震史料 第1巻,〔東日記〕　糟粕手簡,ム子ハヤツカド九ツ戸ハ一ツ、身（ハ脱カ）イザナミ（○糟粕手簡、きニ作り、禁中ヨリ洛中ニ賜ハリシ御製トス）ノ内ニコソスメ、其折柄、門戸に張る、,,,,,,,,,,,,
483,増訂大日本地震史料 第1巻,〔東日記〕　糟粕手簡,大阪にて豊後橋の石の臺崩る、京橋、肥後橋、杭ゆりこむ、,,伏見・豊後橋,,,,,,建物被害,135.7677627,34.92761,"緯度経度は現・観月橋
伏見大坂町・豊後橋ヵ",
484,増訂大日本地震史料 第1巻,〔東日記〕　糟粕手簡,大阪にて豊後橋の石の臺崩る、京橋、肥後橋、杭ゆりこむ、,,伏見・京橋,,,,,,建物被害,135.7586889,34.93064299,緯度経度は便宜的に伏見区京橋町,
485,増訂大日本地震史料 第1巻,〔東日記〕　糟粕手簡,大阪にて豊後橋の石の臺崩る、京橋、肥後橋、杭ゆりこむ、,,伏見・肥後橋,,,,,,建物被害,135.7557594,34.92737163,緯度経度は便宜的に現・伏見区肥後橋,
486,増訂大日本地震史料 第1巻,〔東日記〕　糟粕手簡,江州大津ノ町屋、大分破損、同國膳所之城下悉く頽る、永原の御殿、櫓ニツゆり落る、大溝分部伊賀守家中悉破損、男女二十人死、志賀唐崎兩所一萬ハ千石の所、田畑八拾五町餘ゆりこむ、在家千五百七十軒頽る、都而近江一國百姓男女四百十二人死由、所々變死略す、,,滋賀・大津,,,,,,建物被害,135.854332,35.017863,緯度経度は大津市役所,
487,増訂大日本地震史料 第1巻,〔東日記〕　糟粕手簡,江州大津ノ町屋、大分破損、同國膳所之城下悉く頽る、永原の御殿、櫓ニツゆり落る、大溝分部伊賀守家中悉破損、男女二十人死、志賀唐崎兩所一萬ハ千石の所、田畑八拾五町餘ゆりこむ、在家千五百七十軒頽る、都而近江一國百姓男女四百十二人死由、所々變死略す、,,膳所城,,,,,,建物被害,135.8949248,34.99547702,緯度経度は膳所城跡,
488,増訂大日本地震史料 第1巻,〔東日記〕　糟粕手簡,江州大津ノ町屋、大分破損、同國膳所之城下悉く頽る、永原の御殿、櫓ニツゆり落る、大溝分部伊賀守家中悉破損、男女二十人死、志賀唐崎兩所一萬ハ千石の所、田畑八拾五町餘ゆりこむ、在家千五百七十軒頽る、都而近江一國百姓男女四百十二人死由、所々變死略す、,,永原御殿,,,,,,建物被害,136.0352276,35.09235376,緯度経度は永原御殿跡,
489,増訂大日本地震史料 第1巻,〔東日記〕　糟粕手簡,江州大津ノ町屋、大分破損、同國膳所之城下悉く頽る、永原の御殿、櫓ニツゆり落る、大溝分部伊賀守家中悉破損、男女二十人死、志賀唐崎兩所一萬ハ千石の所、田畑八拾五町餘ゆりこむ、在家千五百七十軒頽る、都而近江一國百姓男女四百十二人死由、所々變死略す、,,滋賀・大溝,,,,,,建物被害,136.0110192,35.29507812,緯度経度は大溝陣屋,
490,増訂大日本地震史料 第1巻,〔東日記〕　糟粕手簡,江州大津ノ町屋、大分破損、同國膳所之城下悉く頽る、永原の御殿、櫓ニツゆり落る、大溝分部伊賀守家中悉破損、男女二十人死、志賀唐崎兩所一萬ハ千石の所、田畑八拾五町餘ゆりこむ、在家千五百七十軒頽る、都而近江一國百姓男女四百十二人死由、所々變死略す、,,滋賀・大溝,,,,,,人的被害,136.0110192,35.29507812,緯度経度は大溝陣屋,
491,増訂大日本地震史料 第1巻,〔東日記〕　糟粕手簡,江州大津ノ町屋、大分破損、同國膳所之城下悉く頽る、永原の御殿、櫓ニツゆり落る、大溝分部伊賀守家中悉破損、男女二十人死、志賀唐崎兩所一萬ハ千石の所、田畑八拾五町餘ゆりこむ、在家千五百七十軒頽る、都而近江一國百姓男女四百十二人死由、所々變死略す、,,滋賀・辛﨑,,,,,,地変,135.872238,35.048084,緯度経度は滋賀県大津市唐崎,
492,増訂大日本地震史料 第1巻,〔東日記〕　糟粕手簡,江州大津ノ町屋、大分破損、同國膳所之城下悉く頽る、永原の御殿、櫓ニツゆり落る、大溝分部伊賀守家中悉破損、男女二十人死、志賀唐崎兩所一萬ハ千石の所、田畑八拾五町餘ゆりこむ、在家千五百七十軒頽る、都而近江一國百姓男女四百十二人死由、所々變死略す、,,滋賀・辛﨑,,,,,,建物被害,135.872238,35.048084,緯度経度は滋賀県大津市唐崎,
493,増訂大日本地震史料 第1巻,〔東日記〕　糟粕手簡,江州大津ノ町屋、大分破損、同國膳所之城下悉く頽る、永原の御殿、櫓ニツゆり落る、大溝分部伊賀守家中悉破損、男女二十人死、志賀唐崎兩所一萬ハ千石の所、田畑八拾五町餘ゆりこむ、在家千五百七十軒頽る、都而近江一國百姓男女四百十二人死由、所々變死略す、,,滋賀・唐崎,,,,,,地変,135.872238,35.048084,緯度経度は滋賀県大津市唐崎,
494,増訂大日本地震史料 第1巻,〔東日記〕　糟粕手簡,江州大津ノ町屋、大分破損、同國膳所之城下悉く頽る、永原の御殿、櫓ニツゆり落る、大溝分部伊賀守家中悉破損、男女二十人死、志賀唐崎兩所一萬ハ千石の所、田畑八拾五町餘ゆりこむ、在家千五百七十軒頽る、都而近江一國百姓男女四百十二人死由、所々變死略す、,,滋賀・唐崎,,,,,,建物被害,135.872238,35.048084,緯度経度は滋賀県大津市唐崎,
495,増訂大日本地震史料 第1巻,〔東日記〕　糟粕手簡,江州大津ノ町屋、大分破損、同國膳所之城下悉く頽る、永原の御殿、櫓ニツゆり落る、大溝分部伊賀守家中悉破損、男女二十人死、志賀唐崎兩所一萬ハ千石の所、田畑八拾五町餘ゆりこむ、在家千五百七十軒頽る、都而近江一國百姓男女四百十二人死由、所々變死略す、,,滋賀,,,,,,人的被害,,,,
496,日本の歴史地震史料 拾遺 三,〔栗栖家「年代記」〕,五月朔日より十日迄京都大地震あり、（略）,広島県加計町,京都,,,1662/06/16,寛文2/05/01,,,,,広島県加計町加計土居林文書「加計町史資料編1」H11・2・20　加計町発行,
497,新収日本地震史料 第2巻,〔森村史〕○高知県,寛文の地震　寛文二年（一六六二）五月に全国的の大地震があり、家屋の倒壊、人畜の死傷も非常に多く、四国だけでも四十万人の死者があったと伝えられていた。谷陵記には土佐国中の死人二千余人と記されてある。,高知県？,全国,,,1662/06/,寛文2/05/,,建物被害,,,,
498,新収日本地震史料 第2巻,〔森村史〕○高知県,寛文の地震　寛文二年（一六六二）五月に全国的の大地震があり、家屋の倒壊、人畜の死傷も非常に多く、四国だけでも四十万人の死者があったと伝えられていた。谷陵記には土佐国中の死人二千余人と記されてある。,高知県？,全国,,,1662/06/,寛文2/05/,,人的被害,,,,
499,新収日本地震史料 第2巻,〔森村史〕○高知県,寛文の地震　寛文二年（一六六二）五月に全国的の大地震があり、家屋の倒壊、人畜の死傷も非常に多く、四国だけでも四十万人の死者があったと伝えられていた。谷陵記には土佐国中の死人二千余人と記されてある。,高知県？,四国,,,1662/06/,寛文2/05/,,人的被害,,,,
500,新収日本地震史料 第2巻,〔森村史〕○高知県,寛文の地震　寛文二年（一六六二）五月に全国的の大地震があり、家屋の倒壊、人畜の死傷も非常に多く、四国だけでも四十万人の死者があったと伝えられていた。谷陵記には土佐国中の死人二千余人と記されてある。,高知県？,高知県,,,1662/06/,寛文2/05/,,人的被害,,,,
501,新収日本地震史料 第2巻,〔歴代公記〕（忠豊公紀）,五月朔日京都地大ニ震ヒ我ガ邸第破損ス廿八日幕府ヨリ二条城修理ノ命ヲ受ク,京都ヵ,,,,1662/06/16,寛文2/05/01,,建物被害,,,山内神社宝物資料館,
502,新収日本地震史料 第2巻,〔歴代公記〕（忠豊公紀）,五月朔日京都地大ニ震ヒ我ガ邸第破損ス廿八日幕府ヨリ二条城修理ノ命ヲ受ク,京都ヵ,二条城,,,1662/07/13,寛文2/05/28,,建物被害,135.747671,35.013882,,
503,増訂大日本地震史料 第1巻,〔殿中日記〕,寛文二年五月五日、申刻雅樂頭、豊後守、美濃守登城、是去朔日、京都地震甚敷、禁裏、院中、二條、大坂之御城中、所々破損、,,京都御所,1662/06/20,寛文2/05/05,1662/06/16,寛文2/05/01,,建物被害,135.7623566,35.02629297,緯度経度は便宜的に現・京都御所地点,
504,増訂大日本地震史料 第1巻,〔殿中日記〕,寛文二年五月五日、申刻雅樂頭、豊後守、美濃守登城、是去朔日、京都地震甚敷、禁裏、院中、二條、大坂之御城中、所々破損、,,二条城,1662/06/20,寛文2/05/05,1662/06/16,寛文2/05/01,,建物被害,135.747671,35.013882,,
505,増訂大日本地震史料 第1巻,〔殿中日記〕,寛文二年五月五日、申刻雅樂頭、豊後守、美濃守登城、是去朔日、京都地震甚敷、禁裏、院中、二條、大坂之御城中、所々破損、,,大坂城,1662/06/20,寛文2/05/05,1662/06/16,寛文2/05/01,,建物被害,135.526125,34.686328,,
506,増訂大日本地震史料 第1巻,〔殿中日記〕,寛文二年五月五日、（中略）其上五條石橋落、町屋所々破頂、大津・宇治之御藏崩、死人有之由、雖然禁裏院中無恙、仙洞之明地へ被爲渡由、牧野佐渡守注進、,,五条大橋,1662/06/20,寛文2/05/05,1662/06/16,寛文2/05/01,,建物被害,135.7678522,34.99544216,,
507,増訂大日本地震史料 第1巻,〔殿中日記〕,寛文二年五月五日、（中略）其上五條石橋落、町屋所々破頂、大津・宇治之御藏崩、死人有之由、雖然禁裏院中無恙、仙洞之明地へ被爲渡由、牧野佐渡守注進、,,大津御蔵,1662/06/20,寛文2/05/05,1662/06/16,寛文2/05/01,,建物被害,135.864494,35.01304584,緯度経度は大津城本丸跡,
508,増訂大日本地震史料 第1巻,〔殿中日記〕,寛文二年五月五日、（中略）其上五條石橋落、町屋所々破頂、大津・宇治之御藏崩、死人有之由、雖然禁裏院中無恙、仙洞之明地へ被爲渡由、牧野佐渡守注進、,,大津御蔵,1662/06/20,寛文2/05/05,1662/06/16,寛文2/05/01,,人的被害,135.864494,35.01304584,緯度経度は大津城本丸跡,
509,増訂大日本地震史料 第1巻,〔殿中日記〕,寛文二年五月五日、（中略）其上五條石橋落、町屋所々破頂、大津・宇治之御藏崩、死人有之由、雖然禁裏院中無恙、仙洞之明地へ被爲渡由、牧野佐渡守注進、,,宇治御蔵？,1662/06/20,寛文2/05/05,1662/06/16,寛文2/05/01,,建物被害,,,,
510,増訂大日本地震史料 第1巻,〔殿中日記〕,寛文二年五月五日、（中略）其上五條石橋落、町屋所々破頂、大津・宇治之御藏崩、死人有之由、雖然禁裏院中無恙、仙洞之明地へ被爲渡由、牧野佐渡守注進、,,宇治御蔵？,1662/06/20,寛文2/05/05,1662/06/16,寛文2/05/01,,人的被害,,,,
511,増訂大日本地震史料 第1巻,〔殿中日記〕,五月一日、京都地震樣子、牧野佐渡守〓重而注進之、京都地震、禁裏、院中、二條之御城御番衆小屋等、悉破損、,,禁裏・院中,1662/06/20,寛文2/05/05,1662/06/16,寛文2/05/01,,建物被害,135.7623566,35.02629297,緯度経度は便宜的に現・京都御所地点,
512,増訂大日本地震史料 第1巻,〔殿中日記〕,五月一日、京都地震樣子、牧野佐渡守〓重而注進之、京都地震、禁裏、院中、二條之御城御番衆小屋等、悉破損、,,二条城,1662/06/20,寛文2/05/05,1662/06/16,寛文2/05/01,,建物被害,135.747671,35.013882,,
513,増訂大日本地震史料 第1巻,〔殿中日記〕,五月一日、（中略）町屋總家數、千軒餘潰、死人男女共貮百人餘有之由にて、地震不止、依之京中之在家、悉道に小屋がけいたし罷在候、,,京中,1662/06/20,寛文2/05/05,1662/06/16,寛文2/05/01,,建物被害,,,,
514,増訂大日本地震史料 第1巻,〔殿中日記〕,五月一日、（中略）町屋總家數、千軒餘潰、死人男女共貮百人餘有之由にて、地震不止、依之京中之在家、悉道に小屋がけいたし罷在候、,,京中,1662/06/20,寛文2/05/05,1662/06/16,寛文2/05/01,,人的被害,,,,
